Sentence,Token,POS,Dependency,Head Word
China's currency remains pegged to the dollar and the US currency's sharp falls in recent months have therefore made Chinese export prices highly competitive.,.,PUNCT,punct,made
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",But,CCONJ,cc,calls
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",calls,VERB,ROOT,calls
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",for,ADP,prep,calls
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",a,DET,det,shift
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",shift,NOUN,pobj,for
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",in,ADP,prep,shift
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",Beijing,PROPN,poss,policy
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",'s,PART,case,Beijing
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",policy,NOUN,pobj,in
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",have,AUX,aux,fallen
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",fallen,VERB,advcl,calls
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",on,ADP,prep,fallen
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",deaf,ADJ,amod,ears
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",ears,NOUN,pobj,on
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",",",PUNCT,punct,fallen
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",despite,SCONJ,prep,fallen
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",recent,ADJ,amod,comments
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",comments,NOUN,pobj,despite
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",in,ADP,prep,comments
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",a,DET,det,newspaper
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",major,ADJ,amod,newspaper
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",Chinese,ADJ,amod,newspaper
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",newspaper,NOUN,pobj,in
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",that,SCONJ,mark,is
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",the,DET,det,time
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.","""",PUNCT,punct,time
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",time,NOUN,nsubj,is
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",is,AUX,acl,comments
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",ripe,ADJ,acomp,is
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.","""",PUNCT,punct,is
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",for,ADP,prep,is
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",a,DET,det,loosening
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",loosening,NOUN,pobj,for
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",of,ADP,prep,loosening
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",the,DET,det,peg
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",peg,NOUN,pobj,of
"But calls for a shift in Beijing's policy have fallen on deaf ears, despite recent comments in a major Chinese newspaper that the ""time is ripe"" for a loosening of the peg.",.,PUNCT,punct,calls
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,The,DET,det,meeting
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,G7,PROPN,compound,meeting
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,meeting,NOUN,nsubjpass,thought
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,is,AUX,auxpass,thought
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,thought,VERB,ROOT,thought
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,unlikely,ADJ,oprd,thought
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,to,PART,aux,produce
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,produce,VERB,xcomp,unlikely
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,any,DET,det,movement
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,meaningful,ADJ,amod,movement
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,movement,NOUN,dobj,produce
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,in,ADP,prep,movement
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,Chinese,ADJ,amod,policy
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,policy,NOUN,pobj,in
The G7 meeting is thought unlikely to produce any meaningful movement in Chinese policy.,.,PUNCT,punct,thought
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",In,ADP,prep,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",the,DET,det,meantime
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",meantime,NOUN,pobj,In
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",",",PUNCT,punct,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",the,DET,det,Reserve
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",US,PROPN,compound,Reserve
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",Federal,PROPN,compound,Reserve
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",Reserve,PROPN,poss,decision
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",'s,PART,case,Reserve
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",decision,NOUN,nsubj,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",on,ADP,prep,decision
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",2,NUM,nummod,February
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",February,PROPN,pobj,on
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",to,PART,aux,boost
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",boost,VERB,acl,decision
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",interest,NOUN,compound,rates
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",rates,NOUN,dobj,boost
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",by,ADP,prep,boost
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",a,DET,det,quarter
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",quarter,NOUN,pobj,by
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",of,ADP,prep,quarter
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",a,DET,det,point
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",point,NOUN,pobj,of
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",-,PUNCT,punct,decision
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",the,DET,det,move
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",sixth,ADJ,amod,move
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",such,ADJ,amod,move
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",move,NOUN,appos,decision
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",in,ADP,prep,move
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",as,ADV,advmod,many
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",many,ADJ,amod,months
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",months,NOUN,pobj,in
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",-,PUNCT,punct,decision
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",has,AUX,aux,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",opened,VERB,ROOT,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",up,ADP,prt,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",a,DET,det,differential
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",differential,NOUN,dobj,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",with,ADP,prep,opened
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",European,ADJ,amod,rates
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",rates,NOUN,pobj,with
"In the meantime, the US Federal Reserve's decision on 2 February to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with European rates.",.,PUNCT,punct,opened
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",The,DET,det,window
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",half,ADJ,amod,point
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",-,PUNCT,punct,point
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",point,NOUN,compound,window
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",window,NOUN,nsubj,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",",",PUNCT,punct,believe
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",some,PRON,nsubj,believe
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",believe,VERB,parataxis,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",",",PUNCT,punct,believe
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",could,AUX,aux,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",be,AUX,ROOT,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",enough,ADJ,acomp,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",to,PART,aux,keep
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",keep,VERB,xcomp,enough
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",US,PROPN,compound,assets
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",assets,NOUN,dobj,keep
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",looking,VERB,acl,assets
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",more,ADV,advmod,attractive
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",attractive,ADJ,acomp,looking
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",",",PUNCT,punct,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",and,CCONJ,cc,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",could,AUX,aux,help
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",help,VERB,conj,be
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",prop,VERB,xcomp,help
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",up,ADP,prt,prop
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",the,DET,det,dollar
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",dollar,NOUN,dobj,prop
"The half-point window, some believe, could be enough to keep US assets looking more attractive, and could help prop up the dollar.",.,PUNCT,punct,be
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",The,DET,det,falls
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",recent,ADJ,amod,falls
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",falls,NOUN,nsubj,been
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",have,AUX,aux,been
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",partly,ADV,advmod,been
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",been,AUX,ROOT,been
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",the,DET,det,result
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",result,NOUN,attr,been
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",of,ADP,prep,result
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",big,ADJ,amod,deficits
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",budget,NOUN,compound,deficits
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",deficits,NOUN,pobj,of
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",",",PUNCT,punct,deficits
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",as,ADV,advmod,as
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",well,ADV,advmod,as
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",as,ADP,cc,deficits
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",the,DET,det,US
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",US,PROPN,poss,gap
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",'s,PART,case,US
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",yawning,VERB,amod,gap
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",current,ADJ,amod,gap
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",account,NOUN,compound,gap
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",gap,NOUN,conj,deficits
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",",",PUNCT,punct,gap
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",both,PRON,nsubj,need
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",of,ADP,prep,both
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",which,PRON,pobj,of
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",need,VERB,relcl,deficits
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",to,PART,aux,funded
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",be,AUX,auxpass,funded
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",funded,VERB,xcomp,need
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",by,ADP,agent,funded
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",the,DET,det,buying
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",buying,NOUN,pobj,by
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",of,ADP,prep,buying
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",US,PROPN,compound,bonds
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",bonds,NOUN,pobj,of
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",and,CCONJ,cc,bonds
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",assets,NOUN,conj,bonds
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",by,ADP,prep,buying
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",foreign,ADJ,amod,firms
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",firms,NOUN,pobj,by
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",and,CCONJ,cc,firms
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",governments,NOUN,conj,firms
"The recent falls have partly been the result of big budget deficits, as well as the US's yawning current account gap, both of which need to be funded by the buying of US bonds and assets by foreign firms and governments.",.,PUNCT,punct,been
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",The,DET,det,House
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",White,PROPN,compound,House
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",House,PROPN,nsubj,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",will,AUX,aux,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",announce,VERB,ROOT,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",its,PRON,poss,budget
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",budget,NOUN,dobj,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",on,ADP,prep,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",Monday,PROPN,pobj,on
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",",",PUNCT,punct,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",and,CCONJ,cc,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",many,ADJ,amod,commentators
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",commentators,NOUN,nsubj,believe
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",believe,VERB,conj,announce
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",the,DET,det,deficit
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",deficit,NOUN,nsubj,remain
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",will,AUX,aux,remain
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",remain,VERB,ccomp,believe
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",at,ADP,prep,remain
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",close,ADJ,quantmod,trillion
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",to,ADP,quantmod,trillion
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",half,DET,quantmod,trillion
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",a,DET,quantmod,trillion
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",trillion,NUM,nummod,dollars
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",dollars,NOUN,pobj,at
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



",.,PUNCT,punct,believe
"The White House will announce its budget on Monday, and many commentators believe the deficit will remain at close to half a trillion dollars.



","



",SPACE,dep,.
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",News,PROPN,compound,Article
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",Article,PROPN,nsubj,hit
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",3,NUM,nummod,prices
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

","
",SPACE,dep,3
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",High,ADJ,amod,fuel
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",fuel,NOUN,compound,prices
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",prices,NOUN,appos,Article
"News Article 3
High fuel prices hit BA's profits

British Airways has blamed high fuel prices for a 40% drop in profits.

",hit,VERB,ROOT,hit
